Nama Produk,Harga,Toko,Platform,Rating,Jumlah Terjual,Lokasi Toko,Link Produk,Diskon/Promo
Avoskin Miraculous Refining Serum,258035,Avoskin Beauty Store,Shopee,,4204,Kediri,https://shopee.co.id/product/833537/15297669,
Whitelab Brightening Face Serum,202339,Whitelab Flagship,Shopee,,2703,Banyuwangi,shopee.co.id/product/917515/562705629,Diskon 5%
Scarlett Whitening Acne Serum,Rp147.981,Scarlett Center,Shopee,4.9,4119,Sidoarjo,https://shopee.co.id/product/241418/490010208,Gratis Ongkir
Emina Bright Stuff Face Serum,Rp146.053,Emina Official Store,Tokopedia,4.8,2754,Semarang,https://tokopedia.com/beauty/product-104070-711362384,
Whitelab Brightening Face Serum,43289,Whitelab Shop,Tokopedia,4.9,3476,Ciamis,https://tokopedia.com/shop/product-510169-343674644,Free Gift
Somethinc Niacinamide Moisture Sabi Beet Serum,Rp82.455,Somethinc Official,Shopee,,4808,Sukabumi,https://shopee.co.id/product/625966/391104270,Diskon 9%
Emina Bright Stuff Face Serum,,Emina Shop,Tokopedia,4.7,302,Makassar,https://tokopedia.com/beauty/product-859221-5942466,Diskon 15%
Elsheskin Radiant Skin Serum,89586,Toko Elsheskin,Tokopedia,4.6,2844,Pontianak,https://tokopedia.com/official/product-761779-695015477,
Olay Total Effects 7 in One Day Cream,,Olay Official Store,Shopee,4.9,144,Metro,,buy1 get1
Garnier Bright Complete Serum,142819,Toko Garnier,Shopee,4.9,3903,Denpasar,https://shopee.co.id/product/234928/298690669,Diskon 7%
Lacoco Dark Spot Essence,123767,Lacoco Flagship,Shopee,4.8,1292,Denpasar,https://shopee.co.id/product/205815/220403840,Bonus Sample
Avoskin Miraculous Refining Serum,281677,Avoskin Flagship,Shopee,4.9,3789,Sidoarjo,https://shopee.co.id/product/307149/168388221,Diskon 9%
Citra Pearl Fair UV Face Cream,"227,767",Citra Shop,Tokopedia,,4454,Kediri,https://tokopedia.com/beauty/product-951923-969372734,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,80801,Hada Labo Shop,Tokopedia,4.7,1392,Kediri,https://tokopedia.com/shop/product-853086-990166688,Diskon 12%
Citra Pearl Fair UV Face Cream,59057,Citra Center,Tokopedia,4.8,1287,Padang,https://tokopedia.com/official/product-520950-26640076,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,Rp201.462,Some By Mi Beauty Store,Tokopedia,4.8,3931,Medan,,Bonus Sample
Erha Acneact Serum,84933,Erha Shop,tokopedia,4.9,628,Palopo,https://tokopedia.com/shop/product-987981-738058899,
Lacoco Dark Spot Essence,291209,Lacoco Beauty Store,Shopee,4.7,1233,Magelang,https://shopee.co.id/product/670909/434338014,Voucher 20K
Garnier Bright Complete Serum,278455,Garnier Official,Shopee,,1026,Semarang,https://tokopedia.com/official/product-366079-547358384,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,98500,Some By Mi Official,Tokopedia,4.6,2801,Pangkalan Bun,https://tokopedia.com/official/product-817208-139177764,Bonus Sample
Wardah Lightening Day Cream Advanced Niacinamide,173533,Toko Wardah,Shopee,,5891,Blitar,https://shopee.co.id/product/707486/171215752,
Erha Acneact Serum,Rp103.010,Erha Flagship,Shopee,4.8,604,Bandung,https://shopee.co.id/product/416750/511491652,
Pond's Bright Beauty Triple Glow Serum,29790,Toko Pond's,Tokopedia,4.7,897,Malang,https://tokopedia.com/official/product-487606-314500438,Free Gift
Erha Acneact Serum,89339,Toko Erha,Shopee,4.9,9511,Salatiga,https://shopee.co.id/product/987970/956193828,diskon 20%
Somethinc Niacinamide Moisture Sabi Beet Serum,217848,Toko Somethinc,Tokopedia,5,797,Pekanbaru,https://tokopedia.com/beauty/product-530727-228279663,Diskon 8%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,,Hada Labo Official Store,Shopee,,3521,Surabaya,https://shopee.co.id/product/642650/813884986,Buy 1 Get 1
Lacoco Dark Spot Essence,53816,Lacoco Flagship,Tokopedia,4.7,97,Pekanbaru,https://tokopedia.com/beauty/pr0duct-503085-982751638,Cashback 5%
Erha Acneact Serum,152491,Toko Erha,Shopee,"4,7",399,Pasuruan,,Diskon 12%
Lacoco Dark Spot Essence,,Lacoco Flagship,Shopee,4.6,1879,Bekasi,https://shopee.co.id/pr0duct/504844/495036844,Diskon 9%
Pond's Bright Beauty Triple Glow Serum,187928,Pond's Flagship,Tokopedia,4.9,1598,Pekanbaru,tokopedia.com/official/product-741186-826431408,Diskon 5%
NPURE Cica Beat The Sun SPF 50,142494,NPURE Official,Tokopedia,4.6,516,Pekanbaru,https://tokopedia.com/shop/product-623641-845232654,
Scarlett Whitening Acne Serum,230144,Scarlett Official,Tokopedia,4.6,2102,Jember,https://tokopedia.com/shop/product-843987-944635769,
Scarlett Whitening Acne Serum,177275,Scarlett Shop,Tokopedia,,1369,Probolinggo,https://tokopedia.com/beauty/product-349807-388570499,
Citra Pearl Fair UV Face Cream,129740,Citra Flagship,Tokopedia,4.9,116,Malang,https://tokopedia.com/beauty/product-678717-950915883,Cashback 5%
Wardah Lightening Day Cream Advanced Niacinamide,212994,Wardah Beauty Store,Tokopedia,5,1160,Banyuwangi,https://tokopedia.com/official/product-570923-6306398,Diskon 10%
Somethinc Niacinamide Moisture Sabi Beet Serum,180175,Toko Somethinc,shopee,4.9,683,Cirebon,https://shopee.co.id/product/727091/960732679,Diskon 20%
Somethinc Niacinamide Moisture Sabi Beet Serum,221.97,Somethinc Official Store,Shopee,4.7,2246,Denpasar,https://shopee.co.id/product/219298/682501324,
Citra Pearl Fair UV Face Cream,279181,Citra Official,Tokopedia,,4548,Kendal,https://tokopedia.com/shop/product-591165-294119523,
Azarine Hydramax C Sunscreen Serum,46869,Azarine Center,Shopee,4.8,6680,Medan,https://shopee.co.id/product/434904/745952085,Diskon 8%
Azarine Hydramax C Sunscreen Serum,165538,Azarine Beauty Store,Shopee,4.8,3910,Tegal,https://shopee.co.id/product/810553/693850921,DISKON 8%
Azarine Hydramax C Sunscreen Serum,277547,Azarine Center,Shopee,"4,8",880,Metro,https://shopee.co.id/product/404688/947616713,
Emina Bright Stuff Face Serum,131543,Emina Official Store,Shopee,4.9,851,Cirebon,https://shopee.co.id/product/604976/447558368,BONUS SAMPLE
Citra Pearl Fair UV Face Cream,84098,Citra Center,Tokopedia,4.9,4412,Padang,https://tokopedia.com/beauty/product-586071-168891938,buy1 get1
Hada Labo Gokujyun Ultimate Moisturizing Lotion,3819322,Hada Labo Beauty Store,Tokopedia,4.8,528,Tegal,https://tokopedia.com/beauty/product-552342-160366292,Diskon 7%
Citra Pearl Fair UV Face Cream,3765228,Citra Official,Tokopedia,4.9,5326,Sidoarjo,https://tokopedia.com/official/product-466580-313727224,
Azarine Hydramax C Sunscreen Serum,234735,Toko Azarine,Shopee,4.9,2336,Cilacap,,Diskon 7%
Wardah Lightening Day Cream Advanced Niacinamide,293258,Wardah Official,Shopee,4.9,1037,Samarinda,https://shopee.co.id/product/311651/533962191,
Citra Pearl Fair UV Face Cream,149731,Citra Beauty Store,Tokopedia,5,3598,Pangkalan Bun,https://tokopedia.com/shop/product-980077-47808305,
The Originote Bakuchiol Skin Barrier Serum,294878,The Originote Official Store,Tokopedia,4.6,1024,Kendal,https://tokopedia.com/beauty/product-852737-420212648,Diskon 12%
Avoskin Miraculous Refining Serum,89284,Avoskin Official Store,Tokopedia,5,1698,Bandung,https://tokopedia.com/official/product-270139-149689956,Bonus Sample
Pond's Bright Beauty Triple Glow Serum,85462,Pond's Beauty Store,Shopee,4.9,5251,Metro,https://shopee.co.id/product/646417/507806229,
Whitelab Brightening Face Serum,264232,Whitelab Official,Shopee,4.7,7444,Semarang,https://shopee.co.id/product/892201/575528080,
Somethinc Niacinamide Moisture Sabi Beet Serum,163.828,Somethinc Center,Shopee,,1646,Purwokerto,https://shopee.co.id/product/368890/226712127,voucher 20k
The Originote Bakuchiol Skin Barrier Serum,"48,381",The Originote Official,Shopee,4.9,6764,Bekasi,https://shopee.co.id/product/393327/831324859,DISKON 15%
Emina Bright Stuff Face Serum,"148,641",Toko Emina,Tokopedia,4.8,1463,Metro,https://tokopedia.com/shop/product-297147-815192578,diskon 20%
Erha Acneact Serum,Rp116.109,Erha Flagship,Tokopedia,4.9,645,Cirebon,https://tokopedia.com/official/product-457434-592566293,
The Originote Bakuchiol Skin Barrier Serum,,The Originote Beauty Store,Tokopedia,4.7,866,Semarang,https://tokopedia.com/shop/product-476314-634677464,
Olay Total Effects 7 in One Day Cream,92814,Olay Center,Tokopedia,4.7,1524,Surabaya,https://tokopedia.com/shop/product-112652-376676672,
NPURE Cica Beat The Sun SPF 50,253326,NPURE Official Store,Tokopedia,4.8,2658,Padang,https://tokopedia.com/shop/pr0duct-844197-531830385,
Elsheskin Radiant Skin Serum,99540,Elsheskin Shop,Shopee,5,3037,Martapura,https://shopee.co.id/product/934884/676375760,Diskon 15%
Scarlett Whitening Acne Serum,79823,Scarlett Official,Tokopedia,4.8,8514,Ciamis,tokopedia.com/official/product-620544-692339646,Diskon 8%
Scarlett Whitening Acne Serum,58601,Scarlett Official,Tokopedia,4.9,3961,Kendal,https://tokopedia.com/beauty/product-448298-497093640,Buy 1 Get 1
Hada Labo Gokujyun Ultimate Moisturizing Lotion,,Hada Labo Shop,Tokopedia,4.8,292,Cirebon,https://tokopedia.com/official/product-462426-28293328,Diskon 15%
Pond's Bright Beauty Triple Glow Serum,4320,Pond's Official Store,Tokopedia,4.7,1149,Banyuwangi,https://tokopedia.com/shop/product-111577-924771249,FREE GIFT
Lacoco Dark Spot Essence,45824,Lacoco Beauty Store,Tokopedia,4.7,1149,Salatiga,https://tokopedia.com/official/product-160052-379065301,Diskon 12%
Skintific 5X Ceramide Barrier Repair Moisturizer,41947,Toko Skintific,Shopee,4.9,1493,Pekanbaru,https://shopee.co.id/product/621980/769713758,
Skintific 5X Ceramide Barrier Repair Moisturizer,48569,Toko Skintific,Shopee,4.7,548,Depok,https://shopee.co.id/product/754112/716461423,Voucher 20K
The Originote Bakuchiol Skin Barrier Serum,237432,The Originote Flagship,Shopee,"5,0",4654,Pekanbaru,shopee.co.id/product/561642/774835010,Diskon 20%
Lacoco Dark Spot Essence,37749,Lacoco Flagship,Shopee,4.9,2506,Pekanbaru,https://shopee.co.id/product/606428/45890773,Cashback 5%
Avoskin Miraculous Refining Serum,110696,Avoskin Beauty Store,Tokopedia,4.7,86,Denpasar,https://tokopedia.com/shop/product-164497-786132971,Diskon 9%
Citra Pearl Fair UV Face Cream,220554,Citra Flagship,Tokopedia,5,1050,Semarang,https://tokopedia.com/official/product-503535-513764930,
Scarlett Whitening Acne Serum,182589,Scarlett Beauty Store,Tokopedia,4.7,4245,Bekasi,,
Wardah Lightening Day Cream Advanced Niacinamide,"271,504",Wardah Center,Tokopedia,5,191,Kudus,https://tokopedia.com/official/product-389881-372729409,Diskon 8%
Wardah Lightening Day Cream Advanced Niacinamide,56331,Wardah Official Store,Tokopedia,4.7,738,Palembang,https://tokopedia.com/shop/product-996157-842518656,Buy 1 Get 1
Scarlett Whitening Acne Serum,225.93,Scarlett Shop,Shopee,4.9,775,Cilacap,shopee.co.id/product/778640/931994524,
Wardah Lightening Day Cream Advanced Niacinamide,181697,Wardah Flagship,Tokopedia,4.8,2390,Makassar,https://tokopedia.com/beauty/product-204694-726772431,
The Originote Bakuchiol Skin Barrier Serum,"274,534",The Originote Official,Tokopedia,,18,Samarinda,https://tokopedia.com/beauty/product-762025-874865888,
MS Glow Whitening Night Cream,4708260,MS Glow Flagship,Tokopedia,5,3244,Kudus,,
Pond's Bright Beauty Triple Glow Serum,215961,Pond's Official,Shopee,5,1645,Makassar,https://shopee.co.id/product/817180/548367417,
Wardah Lightening Day Cream Advanced Niacinamide,128755,Wardah Beauty Store,Tokopedia,4.6,3469,Salatiga,https://tokopedia.com/official/product-633910-468916421,Free Gift
Skintific 5X Ceramide Barrier Repair Moisturizer,56679,Skintific Flagship,Tokopedia,5,607,Medan,https://tokopedia.com/shop/product-549218-651891400,
Olay Total Effects 7 in One Day Cream,280070,Olay Shop,Tokopedia,4.7,1702,Solo,https://tokopedia.com/official/pr0duct-741623-638313595,
Whitelab Brightening Face Serum,226747,Toko Whitelab,Tokopedia,4.7,139,Ciamis,,
Scarlett Whitening Acne Serum,Rp161.816,Toko Scarlett,Shopee,4.7,1858,Malang,https://shopee.co.id/product/722710/494837714,
Somethinc Niacinamide Moisture Sabi Beet Serum,,Somethinc Shop,Shopee,,108,Pangkalan Bun,shopee.co.id/product/983050/414028452,
The Originote Bakuchiol Skin Barrier Serum,215289,Toko The Originote,Shopee,4.6,992,Pekanbaru,,Diskon 8%
Somethinc Niacinamide Moisture Sabi Beet Serum,280727,Somethinc Official,Tokopedia,5,7354,Samarinda,,Cashback 5%
Lacoco Dark Spot Essence,249848,Lacoco Shop,Shopee,4.9,374,Samarinda,https://shopee.co.id/product/871513/969534665,
Garnier Bright Complete Serum,50291,Garnier Center,Tokopedia,4.9,4203,Batam,https://tokopedia.com/shop/pr0duct-940302-686354161,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,157423,Hada Labo Official,Shopee,,3185,Banyuwangi,https://tokopedia.com/official/product-218853-388981192,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,123300,Some By Mi Official Store,Shopee,4.9,3722,Bekasi,https://shopee.co.id/product/656047/64668892,Cashback 5%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,270793,Some By Mi Official Store,Tokopedia,4.7,2154,Depok,https://tokopedia.com/beauty/product-707107-227554141,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,249672,Some By Mi Center,Shopee,,4683,Manado,shopee.co.id/product/105980/232240362,Diskon 8%
Skintific 5X Ceramide Barrier Repair Moisturizer,2403683,Skintific Flagship,Tokopedia,4.7,685,Probolinggo,https://tokopedia.com/official/product-720463-710343901,Diskon 5%
NPURE Cica Beat The Sun SPF 50,152718,NPURE Official Store,Tokopedia,5,3462,Batam,https://tokopedia.com/beauty/product-654153-68452903,Diskon 20%
Wardah Lightening Day Cream Advanced Niacinamide,222722,Toko Wardah,Tokopedia,4.7,1464,Bekasi,https://tokopedia.com/official/product-862995-999412663,Diskon 10%
The Originote Bakuchiol Skin Barrier Serum,Rp95.455,The Originote Beauty Store,Shopee,4.6,4348,Pontianak,https://tokopedia.com/beauty/product-803191-715683401,Diskon 7%
Whitelab Brightening Face Serum,267597,Whitelab Flagship,Shopee,4.9,3079,Magelang,https://shopee.co.id/product/677996/902465840,
Lacoco Dark Spot Essence,63355,Lacoco Official,Tokopedia,,1441,Balikpapan,https://tokopedia.com/shop/product-874577-668591865,buy1 get1
The Originote Bakuchiol Skin Barrier Serum,209.408,Toko The Originote,Shopee,4.7,3398,Depok,https://shopee.co.id/product/683099/26377792,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,172398,Toko Hada Labo,Tokopedia,4.8,2675,Pasuruan,https://tokopedia.com/beauty/product-575629-430527567,
Olay Total Effects 7 in One Day Cream,290321,Olay Shop,Tokopedia,4.9,1498,Tegal,https://tokopedia.com/official/product-589536-194906399,diskon 9%
Emina Bright Stuff Face Serum,291352,Emina Official,Shopee,,3358,Karawang,https://shopee.co.id/product/850694/164147303,
Olay Total Effects 7 in One Day Cream,93169,Toko Olay,Shopee,4.8,8664,Yogyakarta,https://shopee.co.id/product/240212/453764185,
Elsheskin Radiant Skin Serum,262457,Elsheskin Flagship,Shopee,4.6,2197,Denpasar,https://shopee.co.id/product/304923/817981881,
NPURE Cica Beat The Sun SPF 50,121167,NPURE Flagship,Shopee,,955,Sukabumi,https://shopee.co.id/product/283457/688689425,
Avoskin Miraculous Refining Serum,1268,Avoskin Shop,Shopee,4.7,4195,Tangerang,https://shopee.co.id/product/164135/657820424,
Erha Acneact Serum,4757,Erha Shop,Tokopedia,"4,6",1309,Medan,https://tokopedia.com/official/product-412176-206346845,Diskon 9%
Azarine Hydramax C Sunscreen Serum,215667,Azarine Beauty Store,Shopee,4.9,2422,Manado,https://shopee.co.id/pr0duct/718928/648633619,
The Originote Bakuchiol Skin Barrier Serum,37680,Toko The Originote,Tokopedia,4.8,3869,Salatiga,https://tokopedia.com/official/product-275631-277945413,
Garnier Bright Complete Serum,265901,Garnier Official,Tokopedia,4.7,1024,Pontianak,https://tokopedia.com/beauty/product-391888-138755029,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,Rp150.814,Toko Some By Mi,Tokopedia,5,257,Banjarmasin,https://tokopedia.com/beauty/product-734488-261061565,
MS Glow Whitening Night Cream,101607,MS Glow Center,Tokopedia,,7874,Purwokerto,https://tokopedia.com/shop/product-187280-498419652,Gratis Ongkir
Avoskin Miraculous Refining Serum,268602,Avoskin Official,Shopee,4.9,4467,Parepare,https://shopee.co.id/product/849976/646394100,
Elsheskin Radiant Skin Serum,159471,Elsheskin Flagship,Shopee,5,56,Martapura,https://shopee.co.id/product/235741/391550127,Diskon 5%
Citra Pearl Fair UV Face Cream,281935,Citra Center,Tokopedia,4.7,1213,Pekanbaru,https://tokopedia.com/shop/product-681102-266533012,Free Gift
Some By Mi AHA BHA PHA 30 Days Miracle Serum,,Some By Mi Official,Shopee,4.9,2883,Manado,https://shopee.co.id/product/689140/554572953,DISKON 8%
MS Glow Whitening Night Cream,171.677,MS Glow Flagship,Tokopedia,4.9,1826,Bandung,https://tokopedia.com/shop/product-208995-200862651,
Olay Total Effects 7 in One Day Cream,29859,Olay Shop,Shopee,4.9,2781,Bogor,https://shopee.co.id/product/808829/552895536,
Lacoco Dark Spot Essence,57332,Lacoco Beauty Store,Shopee,,3496,Cirebon,https://shopee.co.id/product/643222/525886250,Voucher 20K
Pond's Bright Beauty Triple Glow Serum,106576,Pond's Center,Shopee,4.9,8416,Kudus,https://shopee.co.id/product/771865/690598636,
Avoskin Miraculous Refining Serum,65905,Avoskin Beauty Store,Shopee,,1055,Pontianak,https://shopee.co.id/product/783854/578377242,
MS Glow Whitening Night Cream,,MS Glow Shop,Tokopedia,4.7,1127,Malang,https://tokopedia.com/shop/product-609465-807279101,Free Gift
Some By Mi AHA BHA PHA 30 Days Miracle Serum,72723,Some By Mi Official Store,Tokopedia,5,1086,Makassar,https://tokopedia.com/beauty/product-452135-72519462,Free Gift
Olay Total Effects 7 in One Day Cream,30.448,Olay Shop,Tokopedia,4.8,184,Probolinggo,https://tokopedia.com/beauty/product-843271-794757432,Diskon 20%
Wardah Lightening Day Cream Advanced Niacinamide,92409,Toko Wardah,Shopee,"4,9",1785,Bekasi,https://shopee.co.id/product/476189/42897642,Diskon 5%
Citra Pearl Fair UV Face Cream,,Citra Shop,Tokopedia,4.7,2233,Pangkalan Bun,https://tokopedia.com/shop/product-538649-382747121,Diskon 20%
NPURE Cica Beat The Sun SPF 50,92833,NPURE Official Store,Tokopedia,,299,Balikpapan,https://tokopedia.com/official/product-445746-566472863,Bonus Sample
Azarine Hydramax C Sunscreen Serum,113099,Toko Azarine,Tokopedia,4.9,1481,Kediri,https://tokopedia.com/beauty/product-239317-701667209,Diskon 8%
Garnier Bright Complete Serum,44990,Garnier Shop,Tokopedia,4.9,2888,Pekanbaru,https://tokopedia.com/official/product-797719-134515577,
Erha Acneact Serum,298355,Erha Official,Shopee,4.9,1151,Banyuwangi,https://shopee.co.id/product/586436/163409315,
Olay Total Effects 7 in One Day Cream,249568,Olay Center,Shopee,5,1887,Banjarmasin,https://shopee.co.id/pr0duct/683453/580486207,Diskon 5%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,,Some By Mi Official,Shopee,4.8,1413,Magelang,https://shopee.co.id/product/958684/861271019,Diskon 20%
Elsheskin Radiant Skin Serum,75930,Elsheskin Center,Tokopedia,4.9,1498,Parepare,https://tokopedia.com/official/product-238744-539410551,
Skintific 5X Ceramide Barrier Repair Moisturizer,62643,Skintific Official,Shopee,4.6,335,Purwokerto,https://shopee.co.id/product/267470/424067714,
Azarine Hydramax C Sunscreen Serum,141635,Azarine Shop,Shopee,4.9,3567,Palopo,https://shopee.co.id/product/442990/492817223,DISKON 15%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,126295,Hada Labo Center,Shopee,4.7,8204,Probolinggo,https://shopee.co.id/product/172591/117486784,Gratis Ongkir
Emina Bright Stuff Face Serum,34236,Emina Flagship,Shopee,4.9,446,Malang,https://shopee.co.id/product/644687/266345710,Bonus Sample
Scarlett Whitening Acne Serum,256598,Scarlett Official,Tokopedia,4.9,3595,Kudus,https://tokopedia.com/official/product-867074-882003114,Diskon 15%
Citra Pearl Fair UV Face Cream,236868,Toko Citra,Tokopedia,,2464,Padang,https://tokopedia.com/beauty/product-733865-912015231,
Avoskin Miraculous Refining Serum,181496,Avoskin Center,Shopee,4.7,332,Kediri,https://shopee.co.id/product/374104/775426114,
Skintific 5X Ceramide Barrier Repair Moisturizer,178243,Skintific Beauty Store,Tokopedia,4.7,1534,Banjarmasin,https://tokopedia.com/shop/product-363923-807289016,Diskon 5%
Erha Acneact Serum,80883,Erha Beauty Store,Tokopedia,4.8,7042,Malang,https://tokopedia.com/official/product-928356-707365128,Diskon 20%
Erha Acneact Serum,127.741,Erha Shop,Tokopedia,4.7,3737,Depok,https://tokopedia.com/beauty/product-862007-403123373,Cashback 5%
Avoskin Miraculous Refining Serum,138179,Avoskin Beauty Store,Tokopedia,4.9,538,Martapura,https://tokopedia.com/shop/product-417211-746473553,Free Gift
Lacoco Dark Spot Essence,293258,Lacoco Beauty Store,Shopee,4.9,1144,Bandung,https://shopee.co.id/product/311651/533962191,
Erha Acneact Serum,279063,Erha Official,Tokopedia,4.6,2263,Kendal,https://tokopedia.com/shop/product-621961-259684337,buy1 get1
Elsheskin Radiant Skin Serum,179840,Elsheskin Center,Tokopedia,4.7,4828,Banjarmasin,https://tokopedia.com/beauty/product-370241-982264077,Diskon 8%
Citra Pearl Fair UV Face Cream,108380,Citra Beauty Store,Tokopedia,5,3398,Bogor,https://tokopedia.com/official/product-791392-89022124,Buy 1 Get 1
Avoskin Miraculous Refining Serum,136693,Avoskin Flagship,Shopee,4.8,1210,Tangerang,https://shopee.co.id/product/124270/745586537,
Scarlett Whitening Acne Serum,,Scarlett Flagship,Tokopedia,"4,9",3622,Makassar,,Diskon 8%
MS Glow Whitening Night Cream,232815,MS Glow Official Store,Tokopedia,"4,9",3251,Samarinda,https://tokopedia.com/shop/product-869765-231031584,
Somethinc Niacinamide Moisture Sabi Beet Serum,265865,Somethinc Official,Tokopedia,4.8,4289,Martapura,https://tokopedia.com/shop/product-637302-219821099,
Emina Bright Stuff Face Serum,243755,Emina Flagship,Tokopedia,4.7,2787,Parepare,https://tokopedia.com/beauty/product-281113-323452143,buy1 get1
Avoskin Miraculous Refining Serum,198266,Avoskin Center,Tokopedia,4.8,2569,Denpasar,https://tokopedia.com/beauty/product-539578-636627940,
Wardah Lightening Day Cream Advanced Niacinamide,80883,Wardah Official,Tokopedia,4.8,2463,Denpasar,https://tokopedia.com/official/product-928356-707365128,Diskon 20%
Garnier Bright Complete Serum,,Garnier Shop,Tokopedia,4.6,3535,Sukabumi,tokopedia.com/official/product-229046-724330843,Diskon 9%
Avoskin Miraculous Refining Serum,88523,Avoskin Official Store,Tokopedia,4.9,1440,Salatiga,https://tokopedia.com/official/product-988294-207725009,Cashback 5%
NPURE Cica Beat The Sun SPF 50,"186,058",NPURE Official Store,Shopee,4.8,6258,Probolinggo,https://shopee.co.id/product/803169/473785569,Diskon 7%
Elsheskin Radiant Skin Serum,"198,162",Elsheskin Shop,Shopee,4.6,3742,Tangerang,tokopedia.com/shop/product-132491-913278361,
Wardah Lightening Day Cream Advanced Niacinamide,258342,Wardah Beauty Store,Shopee,4.8,457,Solo,https://shopee.co.id/product/784825/551153948,Diskon 12%
Scarlett Whitening Acne Serum,261.609,Scarlett Flagship,Shopee,4.7,59,Purwokerto,,Cashback 5%
Azarine Hydramax C Sunscreen Serum,,Azarine Center,Tokopedia,4.7,911,Cirebon,https://tokopedia.com/beauty/product-482544-913117478,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,Rp98.446,Some By Mi Beauty Store,Shopee,4.8,2106,Pangkalan Bun,https://shopee.co.id/product/539125/399019948,Bonus Sample
Some By Mi AHA BHA PHA 30 Days Miracle Serum,,Some By Mi Official Store,Shopee,4.7,1887,Ciamis,https://shopee.co.id/product/110845/976952748,Diskon 8%
Garnier Bright Complete Serum,224479,Garnier Flagship,Tokopedia,4.9,3470,Medan,https://tokopedia.com/shop/product-692131-70815891,Cashback 5%
Azarine Hydramax C Sunscreen Serum,295517,Azarine Center,Tokopedia,,175,Pangkalan Bun,https://tokopedia.com/official/product-337119-943456995,Diskon 15%
Wardah Lightening Day Cream Advanced Niacinamide,296196,Wardah Beauty Store,Shopee,4.9,1193,Padang,https://shopee.co.id/product/820055/958519095,Buy 1 Get 1
Pond's Bright Beauty Triple Glow Serum,37.859,Pond's Beauty Store,Shopee,4.6,7182,Makassar,https://shopee.co.id/product/905066/415131764,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,209692,Some By Mi Center,Tokopedia,4.6,1771,Tangerang,https://tokopedia.com/shop/product-684088-413440592,Diskon 7%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp179.041,Toko Hada Labo,Shopee,4.9,4251,Pasuruan,https://shopee.co.id/product/480023/350965044,Diskon 9%
Skintific 5X Ceramide Barrier Repair Moisturizer,217689,Skintific Shop,Tokopedia,4.8,4761,Palopo,https://tokopedia.com/official/product-127247-471176104,buy1 get1
Emina Bright Stuff Face Serum,161434,Emina Official Store,Shopee,4.8,388,Tegal,https://shopee.co.id/product/506374/475847594,Diskon 15%
Somethinc Niacinamide Moisture Sabi Beet Serum,157120,Toko Somethinc,Shopee,4.9,942,Semarang,https://shopee.co.id/product/470062/720598701,Diskon 9%
Somethinc Niacinamide Moisture Sabi Beet Serum,204933,Somethinc Beauty Store,Tokopedia,4.8,1706,Kediri,https://tokopedia.com/beauty/product-748924-701575943,Diskon 5%
Wardah Lightening Day Cream Advanced Niacinamide,288153,Toko Wardah,Shopee,,2578,Pangkalan Bun,https://shopee.co.id/product/675148/530593796,
Erha Acneact Serum,102645,Erha Center,Tokopedia,4.9,3910,Yogyakarta,,Diskon 15%
Citra Pearl Fair UV Face Cream,235901,Citra Official,Shopee,4.6,,Tangerang,https://shopee.co.id/product/190049/174464194,
Olay Total Effects 7 in One Day Cream,210532,Olay Flagship,Shopee,4.8,274,Palopo,https://shopee.co.id/product/175004/838105507,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,Rp123.784,Some By Mi Center,Shopee,4.9,2642,Pasuruan,https://shopee.co.id/product/691093/760366943,diskon 7%
Erha Acneact Serum,183841,Toko Erha,Tokopedia,4.9,156,Kendal,https://tokopedia.com/shop/product-126354-134795265,DISKON 20%
Elsheskin Radiant Skin Serum,Rp135.151,Elsheskin Official Store,Tokopedia,,4057,Batam,,
Azarine Hydramax C Sunscreen Serum,128188,Azarine Official,Tokopedia,,4465,Jember,https://tokopedia.com/beauty/product-449031-567972416,buy1 get1
MS Glow Whitening Night Cream,212423,MS Glow Center,Shopee,,199,Malang,https://shopee.co.id/product/959181/961331528,Diskon 12%
Skintific 5X Ceramide Barrier Repair Moisturizer,148383,Skintific Official Store,Tokopedia,5,3132,Kediri,https://tokopedia.com/beauty/product-631693-815491484,
Azarine Hydramax C Sunscreen Serum,47550,Azarine Beauty Store,Shopee,4.7,1275,Ciamis,https://shopee.co.id/product/185444/413910802,buy1 get1
Some By Mi AHA BHA PHA 30 Days Miracle Serum,,Some By Mi Center,Tokopedia,4.8,1344,Martapura,https://tokopedia.com/official/product-139759-772501523,
